ユーザー名,表示名,業種,備考
"straddie_house","STRADDIE HOUSE TATEYAMA","サウナ・温浴施設","HP: https://straddiehouse.com/tateyama"
"restayhotels","レステイ銚子アイネ","サウナ・温浴施設","HP: http://www.restayhotels.com/detail/269"
"horinomise","一棟貸し古民家の宿 ほりのみせ","サウナ・温浴施設","HP: https://www.horinomise.com/"
"glamprook_futtsu","GLAMPROOK FUTTSU BRISTOL HILL","サウナ・温浴施設","HP: https://glamprook.jp/futtsu/?utm_source=google&amp;utm_medium=pmax&amp;gad_source=1&amp;gclid=CjwKCAjwrIixBhBbEiwACEqDJaXFhQUowYiZPKov-vCittlQyrn7__2mSW7MUkH1FoksiNDlhynPzhoCOI8QAvD_BwE"
"panex_kimitsu","グランパークホテル パネックス君津","サウナ・温浴施設","HP: https://www.grandpark-px.jp/kimitsu/"
"international_resort_yurakujo","インターナショナルリゾートホテル湯楽城","サウナ・温浴施設","HP: https://chi-hotelsresorts.com/index.html"
"caro_tateyamadiana","カーロ・フォレスタ館山DIANA","サウナ・温浴施設","HP: http://www.caro-foresta.com/tateyama/index.html"
"kamenoihotel_kujukuri","亀の井ホテル 九十九里","サウナ・温浴施設","HP: https://kamenoi-hotels.com/kujukuri/?utm_source=google&amp;utm_medium=GBP&amp;utm_campaign=KHKujukuri"
"tautau_terrace","ファミリーオ館山","サウナ・温浴施設","HP: https://familio-folkloro.com/tateyama/"
"baysidekanaya","BAYSIDE KANAYA ベイサイド金谷","サウナ・温浴施設","HP: https://www.bayside-kanaya.jp/"
"etowa_kisarazu","エトワ木更津 千葉グランピング","サウナ・温浴施設","HP: https://www.cigr.co.jp/etowa/kisarazu/"
"kamogawagrandtower","鴨川グランドタワー","サウナ・温浴施設","HP: http://www.kgh.ne.jp/05/"
"ksgroup_hotels_teams","ホテルシードット千葉白井","サウナ・温浴施設","HP: http://chiba-shiroi-c.com/"
"accordia_golf","鴨川カントリークラブ 【アコーディア・ゴルフ】","サウナ・温浴施設","HP: https://reserve.accordiagolf.com/golfLinkCourseDetail/?gid=059"
"mannacountryclub","真名カントリークラブゲーリー・プレーヤーコース","サウナ・温浴施設","HP: https://www.mannacc.com/"
"tohnoshogc","東庄ゴルフ倶楽部","サウナ・温浴施設","HP: http://tsgc.tatemono-golf.com/"
"hirakawacc","平川カントリークラブ","サウナ・温浴施設","HP: http://www.hirakawacc.com/top.html"
"ohtakijo_golf","大多喜城ゴルフ倶楽部","サウナ・温浴施設","HP: http://www.tokyu-golf-resort.com/ohtakijo/"
"sauna_tokyo2","サウナ東京 (Sauna Tokyo)","サウナ・温浴施設","HP: https://sauna-tokyo.jp/"
"tokyodomecity_official","東京ドーム天然温泉 Spa LaQua(スパ ラクーア)","サウナ・温浴施設","HP: https://www.laqua.jp/spa"
"timessparesta","タイムズ スパ・レスタ","サウナ・温浴施設","HP: http://www.timesspa-resta.jp/"
"kinnokame_akasaka","生姜サウナ 金の亀","サウナ・温浴施設","HP: https://kinnokame.com/"
"edoyu_official","両国湯屋江戸遊","サウナ・温浴施設","HP: https://www.edoyu.com/ryougoku/"
"spadium_japon","スパジアムジャポン","サウナ・温浴施設","HP: http://spajapo.com/"
"niwanoyu_official","豊島園 庭の湯","サウナ・温浴施設","HP: https://www.seibu-leisure.co.jp/niwanoyu/index.html"
"nagomino_yu","東京荻窪天然温泉 なごみの湯","サウナ・温浴施設","HP: http://www.nagomino-yu.com/"
"sauna_center_","サウナセンター鶯谷本店","サウナ・温浴施設","HP: https://sauna-center.jp/"
"rakuspa1010","RAKU SPA 1010 神田","サウナ・温浴施設","HP: https://rakuspa.com/kanda/"
"rembrandtcabin_spa","ライオンサウナ新橋 (レンブラントキャビン&スパ新橋内)","サウナ・温浴施設","HP: https://rembrandt-cabin.com/spa-shimbashi/"
"shizuku_ueno","Smart Stay SHIZUKU 上野駅前","サウナ・温浴施設","HP: https://shizuku-hotel.jp/uenoekimae/"
"sayanoyudokoro","前野原温泉 さやの湯処","サウナ・温浴施設","HP: http://www.sayanoyudokoro.co.jp/"
"izumitenkunoyu","天然温泉 泉天空の湯 有明ガーデン","サウナ・温浴施設","HP: https://www.shopping-sumitomo-rd.com/ariake/spa-izumi/index.html"
"saunakinshicho","スパ&カプセルイン リアルサウナ錦糸町","サウナ・温浴施設","HP: http://capsuleinn-kinshichou.tokyo/"
"morino_irodori_2020.10.01","多摩境天然温泉 森乃彩","サウナ・温浴施設","HP: https://morinoirodori.com/"
"corridornoyu_ginza","SPA&SAUNA コリドーの湯","サウナ・温浴施設","HP: https://corridorno-yu.jp/"
"saunaand_","SAUNA&co","サウナ・温浴施設","HP: https://saunaandco.jp/"
"tennenonsenheiwajima","天然温泉 平和島","サウナ・温浴施設","HP: http://www.heiwajima-onsen.jp/"
"solosauna_tune","ソロサウナtune","サウナ・温浴施設","HP: https://www.solosauna-tune.com/"
"totoken_hamacho","ととけん日本橋浜町","サウナ・温浴施設","HP: https://totoken.jp/"
"shizuku_oimachi","Smart Stay SHIZUKU 品川大井町","サウナ・温浴施設","HP: https://shizuku-hotel.jp/shinagawa-oimachi/"
"hanabiyori8717","よみうりランド眺望温泉 花景の湯","サウナ・温浴施設","HP: https://www.yomiuriland.com/hanabiyori/kakeinoyu/"
"dormyinn.official","大谷田温泉 明神の湯","サウナ・温浴施設","HP: http://www.myoujin-no-yu.com/"
"rakutenchi_spa","天然温泉 楽天地スパ","サウナ・温浴施設","HP: http://rakutenchispa.com"
"HotelVillaFontaine_Village","天然温泉 泉天空の湯 羽田空港","サウナ・温浴施設","HP: https://www.shopping-sumitomo-rd.com/haneda/spa-izumi/"
"takarayu_nakano","天然温泉 たからゆ -中野若宮温泉-","サウナ・温浴施設","HP: https://takarayu.com/"
"tokino_irodori","稲城天然温泉 季乃彩(ときのいろどり )","サウナ・温浴施設","HP: https://www.tokinoirodori.com/"
"sengawa_yukemurinosato","仙川湯けむりの里","サウナ・温浴施設","HP: http://yukemurinosato.com/sengawa"
"sauna_center_","サウナセンター稲荷町(旧サウナホテルニュー大泉 稲荷町店)","サウナ・温浴施設","HP: https://sauna-center.jp/sauna-center_inari.html"
"manyo_toyosu","東京豊洲 万葉倶楽部","サウナ・温浴施設","HP: https://tokyo-toyosu.manyo.co.jp/"
"takanawa_saunas","高輪SAUNAS","サウナ・温浴施設","HP: https://saunas-saunas.com/takanawa/"
"yuenbetteidaita","温泉旅館 由縁別邸 代田","サウナ・温浴施設","HP: https://www.uds-hotels.com/yuenbettei/daita"
"kodainoyu.onsen","東京天然温泉 古代の湯","サウナ・温浴施設","HP: http://www.kodainoyu.jp/"
"onsen_nuland","天然温泉ヌーランドさがみ湯","サウナ・温浴施設","HP: http://www.nu-land.com/"
"hamacho.edoyu","HAMANOYUえど遊","サウナ・温浴施設","HP: https://hamacho.edoyu.com/"
"dogen_shibuya","Dogen Sauna & Stay (旧渋谷文化進化)","サウナ・温浴施設","HP: https://dogen-ss.jp"
"kamata_onsen","蒲田温泉","サウナ・温浴施設","HP: https://kamata-onsen.com/"
"takaosan_onsen","京王高尾山温泉 極楽湯","サウナ・温浴施設","HP: http://www.takaosan-onsen.jp/"
"niconico_onsen_fujimiyu","昭島 富士見湯","サウナ・温浴施設","HP: https://www.akishimafujimiyu.jp/"
"rotengarden.official","天然温泉ロテン・ガーデン","サウナ・温浴施設","HP: http://www.roten-garden.com/"
"dormyinn.official","ラビスタ東京ベイ","サウナ・温浴施設","HP: https://www.hotespa.net/hotels/la_tokyobay/"
"the_spa_nishiarai","THE SPA 西新井","サウナ・温浴施設","HP: https://www.central.co.jp/thespa/nishiarai/"
"shiromaru_village","白丸village","サウナ・温浴施設","HP: https://www.shiromaru-village.com/"
"sauna.travel","HUBHUB御徒町","サウナ・温浴施設","HP: https://sauna.travel/products/hubhub-okachimachi"
"yurakirari_info","国立温泉 湯楽の里","サウナ・温浴施設","HP: http://www.yurakirari.com/yuranosato/tenpo/kunitachi.html"
"maikoubopan_tanagokoro","たなごころサウナ Oasis & OasisⅡ","サウナ・温浴施設","HP: https://www.tanagokoro-village.com/"
"dormyinn.official","天然温泉 豊穣の湯 ドーミーイン池袋","サウナ・温浴施設","HP: https://dormy-hotels.com/dormyinn/hotels/ikebukuro/"
"36sauna","TAKAO36SAUNA","サウナ・温浴施設","HP: https://takao36sauna.com/"
"_saunatiger_","SAUNATIGER","サウナ・温浴施設","HP: https://saunatiger.com/"
"sauna_center_","サウナセンター新大久保(旧サウナホテルニュー大泉 新大久保店)","サウナ・温浴施設","HP: https://sauna-center.jp/ooizumi_okubo.html"
"saunacapsuleminamitachikawa","カプセルイン ミナミ 立川店","サウナ・温浴施設","HP: http://sauna.meiseikosan.com/tachikawa.html"
"akishima_yura","昭島温泉 湯楽の里","サウナ・温浴施設","HP: http://www.yurakirari.com/yura/akishima/"
"machida_manyo","東京・湯河原温泉 万葉の湯","サウナ・温浴施設","HP: https://www.manyo.co.jp/machida/"
"g_customa_official","グランカスタマ上野店(旧おもてなしのお宿)","サウナ・温浴施設","HP: https://g-customa.com/shop/ueno.php"
"rakuspastation_musashikoganei","RAKU SPA Station 武蔵小金井","サウナ・温浴施設","HP: https://rakuspa.com/musashi/"
"sava.sauna","個室サウナ サバ?","サウナ・温浴施設","HP: https://sava.storeinfo.jp/"
"saunacore_21","サウナカプセルホテル コア21","サウナ・温浴施設","HP: http://www.saunacore21.jp/"
"dormyinn.official","明神の湯 ドーミーインPREMIUM神田","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/kanda/"
"dormyinn.official","春日の湯 ドーミーイン後楽園","サウナ・温浴施設","HP: https://www.hotespa.net/hotels/korakuen/"
"terme_ogawa","小平天然温泉テルメ小川","サウナ・温浴施設","HP: http://www.terme-ogawa.com/"
"sauna_maa","PRIVATE SAUNA maa & GROCERY","サウナ・温浴施設","HP: https://sauna-maa.com/"
"saunacapsuleminamishimokitazaw","サウナ&カプセルミナミ下北沢店","サウナ・温浴施設","HP: http://sauna.meiseikosan.com/shimokita.html"
"tsurutsuruonsen1126","生涯青春の湯 つるつる温泉","サウナ・温浴施設","HP: https://www.tsurutsuru-onsen.com/"
"dormyinn.official","天然温泉 凌雲の湯 御宿 野乃浅草","サウナ・温浴施設","HP: https://www.hotespa.net/hotels/nono_asakusa/"
"tokyodomecity_official","Sauna Lounge Rentola レントラ","サウナ・温浴施設","HP: https://www.laqua.jp/sauna_rentola/"
"kabeonsen_umenoyu","河辺温泉 梅の湯","サウナ・温浴施設","HP: http://www.kabeonsen-umenoyu.com/"
"dormyinn.official","伝馬の湯 ドーミーインPREMIUM東京小伝馬町","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/tokyokodenmacho/"
"dormyinn.official","亀島川温泉 新川の湯 ドーミーイン東京八丁堀","サウナ・温浴施設","HP: https://dormy-hotels.com/dormyinn/hotels/tokyohatchobori/"
"anshinoyado","安心お宿 新宿駅前店","サウナ・温浴施設","HP: http://www.anshin-oyado.jp/shinjuku/"
"richmond_premier_schole","リッチモンドホテル プレミア 東京スコーレ","サウナ・温浴施設","HP: https://richmondhotel.jp/tokyo-oshiage/?utm_source=GGL&amp;utm_medium=GBP&amp;utm_campaign=Canly"
"anshinoyado","安心お宿 womanTOKYO 銀座汐留店","サウナ・温浴施設","HP: https://www.anshin-oyado.jp/i/shiodome/"
"dormyinn.official","天然温泉七宝の湯 ドーミーインPREMIUM銀座","サウナ・温浴施設","HP: https://www.hotespa.net/hotels/ginza/"
"anshinoyado","安心お宿荻窪店","サウナ・温浴施設","HP: https://www.anshin-oyado.jp/ogikubo/?utm_source=Google&amp;utm_medium=maps"
"prus.sauna_kabuki","Prus Sauna 新宿歌舞伎町タワー店","サウナ・温浴施設","HP: https://www.prussauna.com/kabukicho"
"dormyinn.official","すえひろの湯 ドーミーイン秋葉原","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/akihabara/"
"satologue","Satologue","サウナ・温浴施設","HP: https://satologue.com/"
"dormyinn.official","展望大浴場あさひ湯ドーミーインEXPRESS浅草","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/asakusa/"
"tokyobayshiomi_princehotel","東京ベイ潮見プリンスホテル","サウナ・温浴施設","HP: https://www.princehotels.co.jp/shiomi/"
"lava_sauna_and_villa","LAVA SAUNA & VILLA","サウナ・温浴施設","HP: https://www.lavasaunaandvilla.com/"
"1min_studio_official","コナミスポーツクラブ 目黒青葉台","サウナ・温浴施設","HP: https://information.konamisportsclub.jp/ksc/004446/"
"ksgroup_hotels_teams","ホテルZEN町田","サウナ・温浴施設","HP: http://machida-zen.com/"
"balian_official","ホテル バリアンリゾート 錦糸町店","サウナ・温浴施設","HP: https://www.balian.jp/shop/kinshicho/index.html?utm_source=Google&amp;utm_medium=maps"
"hilton_tokyo_odaiba","ヒルトン東京お台場 庵スパ TOKYO","サウナ・温浴施設","HP: http://hiltonodaiba.jp/facilities/spa"
"tokyo_kyusyu_ferry","はまゆう(東京九州フェリー)","サウナ・温浴施設","HP: https://tqf.co.jp/embark/#tokyo"
"princeparktowertokyo","ザ・プリンス パークタワー東京","サウナ・温浴施設","HP: https://www.princehotels.co.jp/parktower/"
"palacehoteltokyo","エビアンスパ東京 パレスホテル","サウナ・温浴施設","HP: https://www.palacehoteltokyo.com/evianspa/"
"allamanda_aoyama_official","ホテル アラマンダ青山","サウナ・温浴施設","HP: https://hotel-allamanda-aoyama.jp/"
"theokuratokyo","The Okura Tokyo","サウナ・温浴施設","HP: https://theokuratokyo.jp/"
"balian_official","ホテルバリアンリゾート 新宿本店","サウナ・温浴施設","HP: https://www.balian.jp/shop/shinjuku/index.html?utm_source=Google&amp;utm_medium=maps"
"dormyinn.official","ドーミーインEXPRESS目黒青葉台","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/meguro/"
"anshinoyado","安心お宿 新橋駅前店","サウナ・温浴施設","HP: https://www.anshin-oyado.jp/shinbashi/"
"oasis_ebisu_rafeel","OASIS RAFEEL 恵比寿 24Plus","サウナ・温浴施設","HP: https://www.sportsoasis.co.jp/sh74/?utm_source=google&amp;utm_medium=mybusiness"
"barsauna","BAR SAUNA","サウナ・温浴施設","HP: https://www.barsauna.jp/"
"hotel_sara_group","HOTEL WILL 加平","サウナ・温浴施設","HP: https://sara-kahei.jp/"
"rihgaroyalhotel_tokyo","リーガロイヤルホテル東京","サウナ・温浴施設","HP: https://www.rihga.co.jp/tokyo"
"villasenmei","ホテル ビラセンメイ","サウナ・温浴施設","HP: https://www.e-villasen.com/?utm_source=google&amp;utm_medium=maps"
"princesakuratowertokyo","ザ・プリンス さくらタワー東京、オートグラフ コレクション サウナ&ブロアバス","サウナ・温浴施設","HP: https://www.princehotels.co.jp/sakuratower/facility/saunaandwhirlpool/"
"ceruleantower_tokyu_hotel","セルリアンタワー東急ホテル","サウナ・温浴施設","HP: https://www.tokyuhotels.co.jp/cerulean-h/fitness/"
"saupara_37","錦江閣","サウナ・温浴施設","HP: https://reserve.saunaparadise.jp/"
"centralsports_official","セントラルウェルネスクラブ成城","サウナ・温浴施設","HP: http://www.central.co.jp/club/seijo/index.html"
"tokyoamericanclub","東京アメリカンクラブ","サウナ・温浴施設","HP: https://www.tokyoamericanclub.org/"
"okutama_ji","東京・青梅石神温泉 清流の宿 おくたま路","サウナ・温浴施設","HP: http://www.tokyo-okutamaji.jp/"
"hotel_minato","HOTEL みなと 麻布十番","サウナ・温浴施設","HP: https://minato-juban.com/"
"grandprincehotel_shintakanawa","グランドプリンスホテル新高輪","サウナ・温浴施設","HP: https://www.princehotels.co.jp/shintakanawa/"
"shoryukan_kobayashi","お茶の水ホテル昇龍館","サウナ・温浴施設","HP: https://www.familyhotel.jp/"
"best_delight","ホテル アトランティス 町田店","サウナ・温浴施設","HP: https://machida-atlantis.com/"
"libertyhillclub","リバティヒルクラブ","サウナ・温浴施設","HP: https://www.libertyhill.co.jp/"
"hillsspa_","六本木ヒルズスパ","サウナ・温浴施設","HP: http://www.hillsspa.com/index.html"
"hillsspa_","愛宕グリーンヒルズスパ","サウナ・温浴施設","HP: http://www.hillsspa.com/"
